Gender,Age,Height_cm,Weight_kg,BMI_Category,Goal,Body_Part,Exercise,Equipment,Reps,Sets,Intensity,Calories_Burned_30min,MuscleGain_kg_month
Male,43,150,67,Overweight,Fat Loss,Glutes,Hip Thrust,Bodyweight,10,5,High,108,0.17
Male,36,150,88,Obese,Fat Loss,Legs,Walking Lunges,Bodyweight,11,3,High,105,0.24
Male,27,173,76,Overweight,Fat Loss,Chest,Chest Press Machine,Machine,13,4,High,246,0.19
Male,52,170,117,Obese,Fat Loss,Legs,Bodyweight Squat,Bodyweight,14,3,High,147,0.28
Male,18,158,91,Obese,Fat Loss,Cardio,Jump Rope,Equipment,10,5,High,248,0.11
Female,27,175,67,Normal,Maintenance,Arms,Bicep Curl,Bodyweight,15,5,Moderate,229,0.16
Male,55,172,91,Obese,Fat Loss,Glutes,Hip Thrust,Bodyweight,12,4,High,148,0.17
Female,47,177,111,Obese,Fat Loss,Legs,Seated Leg Extension,Bodyweight,15,4,High,205,0.27
Female,52,181,71,Normal,Maintenance,Cardio,Cycling,Cardio Machine,10,5,Moderate,207,0.26
Female,55,163,80,Obese,Fat Loss,Abs,Crunches,Bodyweight,10,4,High,217,0.26
Male,34,160,71,Overweight,Fat Loss,Glutes,Hip Thrust,Bodyweight,10,5,High,177,0.1
Female,60,177,92,Overweight,Fat Loss,Shoulders,Front Raise,Bodyweight,10,5,High,198,0.17
Female,31,159,88,Obese,Fat Loss,Cardio,Elliptical,Cardio Machine,11,3,High,211,0.12
Female,18,177,77,Normal,Maintenance,Full Body,Burpees,Bodyweight,14,5,Moderate,124,0.17
Female,49,189,74,Normal,Maintenance,Legs,Step-Up,Bodyweight,13,5,Moderate,198,0.24
Female,48,163,55,Normal,Maintenance,Shoulders,Front Raise,Bodyweight,14,4,Moderate,180,0.17
Male,26,185,108,Obese,Fat Loss,Back,Bent-Over Row,Bodyweight,14,5,High,238,0.28
Female,59,156,95,Obese,Fat Loss,Full Body,Burpees,Bodyweight,13,4,High,186,0.1
Male,23,168,59,Normal,Maintenance,Full Body,Jumping Jacks,Bodyweight,14,5,Moderate,108,0.17
Female,49,175,116,Obese,Fat Loss,Glutes,Cable Kickback,Bodyweight,10,4,High,223,0.27
Female,18,164,86,Obese,Fat Loss,Chest,Chest Press Machine,Machine,10,5,High,215,0.16
Female,24,178,78,Normal,Maintenance,Back,Lat Pulldown,Machine,14,4,Moderate,228,0.11
Female,27,157,93,Obese,Fat Loss,Cardio,Jump Rope,Equipment,13,4,High,143,0.24
Female,36,151,70,Obese,Fat Loss,Glutes,Hip Thrust,Bodyweight,14,3,High,101,0.14
Male,50,188,71,Normal,Maintenance,Full Body,Mountain Climbers,Bodyweight,11,5,Moderate,141,0.21
Male,22,181,48,Underweight,Muscle Gain,Arms,Hammer Curl,Bodyweight,13,3,Low,118,0.39
Female,60,151,117,Obese,Fat Loss,Legs,Step-Up,Bodyweight,15,4,High,144,0.23
Male,28,182,98,Overweight,Fat Loss,Shoulders,Arm Circles,Bodyweight,12,3,High,222,0.28
Female,33,161,84,Obese,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,15,3,High,146,0.24
Female,46,150,60,Overweight,Fat Loss,Shoulders,Arnold Press,Bodyweight,13,4,High,165,0.24
Female,19,166,71,Overweight,Fat Loss,Cardio,Cycling,Cardio Machine,15,4,High,240,0.17
Female,26,156,68,Overweight,Fat Loss,Back,Bird Dog,Bodyweight,11,5,High,197,0.2
Male,43,154,55,Normal,Maintenance,Full Body,Kettlebell Swings,Kettlebell,10,3,Moderate,113,0.29
Male,18,159,91,Obese,Fat Loss,Legs,Step-Up,Bodyweight,11,4,High,160,0.1
Male,55,155,106,Obese,Fat Loss,Glutes,Cable Kickback,Bodyweight,14,5,High,159,0.15
Female,54,190,82,Normal,Maintenance,Back,Bird Dog,Bodyweight,10,5,Moderate,136,0.27
Male,25,154,61,Overweight,Fat Loss,Cardio,Elliptical,Cardio Machine,10,5,High,204,0.16
Female,47,187,96,Overweight,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,15,4,High,125,0.18
Female,46,183,119,Obese,Fat Loss,Cardio,Jump Rope,Equipment,13,4,High,243,0.14
Male,38,155,98,Obese,Fat Loss,Glutes,Glute Bridge,Bodyweight,15,5,High,161,0.15
Female,32,168,117,Obese,Fat Loss,Legs,Bodyweight Squat,Bodyweight,10,5,High,118,0.12
Female,55,153,105,Obese,Fat Loss,Back,Resistance Band Row,Bodyweight,13,5,High,239,0.22
Male,19,178,109,Obese,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,10,3,High,201,0.27
Male,35,160,70,Overweight,Fat Loss,Full Body,Kettlebell Swings,Kettlebell,12,4,High,120,0.28
Male,21,160,107,Obese,Fat Loss,Full Body,Mountain Climbers,Bodyweight,14,5,High,151,0.11
Male,54,187,120,Obese,Fat Loss,Full Body,Kettlebell Swings,Kettlebell,14,3,High,104,0.28
Male,40,151,79,Obese,Fat Loss,Back,Resistance Band Row,Bodyweight,11,5,High,119,0.19
Female,40,177,56,Underweight,Muscle Gain,Full Body,Burpees,Bodyweight,14,5,Low,205,0.53
Female,53,152,94,Obese,Fat Loss,Abs,Heel Touch,Bodyweight,10,3,High,215,0.2
Female,40,188,68,Normal,Maintenance,Legs,Seated Leg Extension,Bodyweight,10,3,Moderate,136,0.27
Female,54,159,100,Obese,Fat Loss,Full Body,Mountain Climbers,Bodyweight,12,4,High,126,0.11
Male,56,150,98,Obese,Fat Loss,Arms,Triceps Pushdown,Cable,12,5,High,184,0.22
Male,21,181,103,Obese,Fat Loss,Arms,Bicep Curl,Bodyweight,14,4,High,244,0.2
Female,58,186,105,Obese,Fat Loss,Abs,Plank,Bodyweight,11,4,High,170,0.14
Male,60,190,48,Underweight,Muscle Gain,Cardio,Rowing,Cardio Machine,13,3,Low,203,0.59
Female,37,183,85,Overweight,Fat Loss,Shoulders,Arm Circles,Bodyweight,14,4,High,244,0.14
Male,57,180,98,Obese,Fat Loss,Arms,Bicep Curl,Bodyweight,13,3,High,140,0.25
Female,60,167,55,Normal,Maintenance,Cardio,Jump Rope,Equipment,10,5,Moderate,114,0.28
Male,30,173,87,Overweight,Fat Loss,Abs,Russian Twist,Bodyweight,10,3,High,138,0.24
Female,57,168,53,Normal,Maintenance,Legs,Walking Lunges,Bodyweight,15,5,Moderate,168,0.16
Female,28,151,112,Obese,Fat Loss,Cardio,Elliptical,Cardio Machine,11,4,High,161,0.1
Male,33,182,49,Underweight,Muscle Gain,Legs,Step-Up,Bodyweight,12,4,Low,105,0.39
Female,35,182,85,Overweight,Fat Loss,Arms,Bicep Curl,Bodyweight,15,3,High,237,0.28
Female,22,179,107,Obese,Fat Loss,Full Body,Kettlebell Swings,Kettlebell,15,4,High,207,0.18
Female,27,153,53,Normal,Maintenance,Full Body,Burpees,Bodyweight,13,4,Moderate,125,0.17
Female,56,158,115,Obese,Fat Loss,Shoulders,Arm Circles,Bodyweight,12,4,High,100,0.21
Female,45,185,88,Overweight,Fat Loss,Chest,Push-Up,Bodyweight,15,3,High,127,0.24
Female,20,158,53,Normal,Maintenance,Glutes,Cable Kickback,Bodyweight,11,4,Moderate,175,0.2
Male,18,159,92,Obese,Fat Loss,Back,Bent-Over Row,Bodyweight,13,5,High,144,0.28
Female,57,185,48,Underweight,Muscle Gain,Back,Bent-Over Row,Bodyweight,12,3,Low,141,0.74
Male,18,150,47,Normal,Maintenance,Shoulders,Lateral Raise,Bodyweight,14,3,Moderate,224,0.11
Male,37,170,98,Obese,Fat Loss,Shoulders,Arm Circles,Bodyweight,11,4,High,231,0.19
Female,21,175,72,Normal,Maintenance,Arms,Hammer Curl,Bodyweight,15,4,Moderate,146,0.19
Male,51,190,101,Overweight,Fat Loss,Shoulders,Lateral Raise,Bodyweight,14,4,High,145,0.16
Male,50,151,82,Obese,Fat Loss,Legs,Seated Leg Extension,Bodyweight,11,3,High,208,0.23
Female,22,158,116,Obese,Fat Loss,Glutes,Hip Thrust,Bodyweight,12,4,High,201,0.13
Female,53,158,67,Overweight,Fat Loss,Chest,Push-Up,Bodyweight,12,5,High,201,0.19
Male,37,155,105,Obese,Fat Loss,Back,Resistance Band Row,Bodyweight,11,3,High,138,0.13
Female,22,174,69,Normal,Maintenance,Shoulders,Arnold Press,Bodyweight,14,5,Moderate,138,0.12
Female,27,178,50,Underweight,Muscle Gain,Legs,Seated Leg Extension,Bodyweight,10,3,Low,216,0.45
Female,48,174,53,Underweight,Muscle Gain,Legs,Bodyweight Squat,Bodyweight,11,5,Low,162,0.37
Female,35,182,89,Overweight,Fat Loss,Abs,Crunches,Bodyweight,14,4,High,235,0.29
Male,44,164,59,Normal,Maintenance,Back,Bird Dog,Bodyweight,13,5,Moderate,184,0.28
Female,51,181,74,Normal,Maintenance,Back,Lat Pulldown,Machine,13,5,Moderate,111,0.14
Female,21,158,95,Obese,Fat Loss,Chest,Chest Press Machine,Machine,12,3,High,166,0.17
Male,59,178,100,Obese,Fat Loss,Glutes,Glute Bridge,Bodyweight,14,4,High,103,0.11
Male,46,152,104,Obese,Fat Loss,Cardio,Rowing,Cardio Machine,10,3,High,163,0.25
Male,38,183,103,Obese,Fat Loss,Shoulders,Shoulder Press,Bodyweight,14,3,High,187,0.2
Female,42,162,90,Obese,Fat Loss,Full Body,Burpees,Bodyweight,14,5,High,128,0.1
Male,29,178,114,Obese,Fat Loss,Shoulders,Arm Circles,Bodyweight,13,4,High,192,0.3
Male,34,160,120,Obese,Fat Loss,Arms,Overhead Extension,Dumbbell,15,5,High,117,0.29
Male,21,186,59,Underweight,Muscle Gain,Cardio,Elliptical,Cardio Machine,10,3,Low,157,0.59
Female,48,153,84,Obese,Fat Loss,Glutes,Step-Up,Bodyweight,11,3,High,137,0.24
Male,28,173,63,Normal,Maintenance,Full Body,Jump Squats,Bodyweight,14,4,Moderate,116,0.25
Male,42,183,67,Normal,Maintenance,Back,Bird Dog,Bodyweight,13,3,Moderate,142,0.25
Male,43,187,105,Obese,Fat Loss,Arms,Concentration Curl,Bodyweight,15,5,High,166,0.2
Male,32,160,77,Obese,Fat Loss,Full Body,Burpees,Bodyweight,11,3,High,181,0.21
Male,19,184,89,Overweight,Fat Loss,Shoulders,Front Raise,Bodyweight,10,4,High,223,0.28
Female,58,155,92,Obese,Fat Loss,Chest,Pec Deck Fly,Bodyweight,11,3,High,250,0.19
Male,49,168,103,Obese,Fat Loss,Legs,Leg Press,Machine,15,4,High,142,0.22
Female,21,150,71,Obese,Fat Loss,Abs,Russian Twist,Bodyweight,13,4,High,248,0.25
Female,59,168,111,Obese,Fat Loss,Legs,Walking Lunges,Bodyweight,10,3,High,247,0.25
Male,56,161,115,Obese,Fat Loss,Legs,Leg Press,Machine,13,3,High,246,0.16
Female,44,170,87,Obese,Fat Loss,Legs,Seated Leg Extension,Bodyweight,14,4,High,242,0.19
Female,39,190,67,Normal,Maintenance,Shoulders,Arm Circles,Bodyweight,14,3,Moderate,138,0.29
Female,32,175,61,Normal,Maintenance,Shoulders,Front Raise,Bodyweight,13,5,Moderate,102,0.12
Male,60,176,64,Normal,Maintenance,Back,Lat Pulldown,Machine,11,3,Moderate,113,0.16
Male,38,174,49,Underweight,Muscle Gain,Cardio,Elliptical,Cardio Machine,12,5,Low,232,0.75
Male,55,183,104,Obese,Fat Loss,Shoulders,Front Raise,Bodyweight,15,4,High,112,0.22
Male,57,172,45,Underweight,Muscle Gain,Shoulders,Shoulder Press,Bodyweight,11,3,Low,202,0.46
Male,57,154,79,Obese,Fat Loss,Glutes,Glute Bridge,Bodyweight,15,4,High,198,0.29
Female,44,183,78,Normal,Maintenance,Legs,Leg Press,Machine,14,4,Moderate,208,0.22
Male,40,170,72,Normal,Maintenance,Legs,Step-Up,Bodyweight,12,3,Moderate,241,0.21
Male,35,159,105,Obese,Fat Loss,Shoulders,Arnold Press,Bodyweight,14,3,High,210,0.24
Male,21,188,96,Overweight,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,13,5,High,239,0.27
Female,19,179,53,Underweight,Muscle Gain,Glutes,Fire Hydrant,Bodyweight,12,5,Low,149,0.43
Female,33,172,92,Obese,Fat Loss,Shoulders,Shoulder Press,Bodyweight,10,3,High,234,0.24
Female,49,175,93,Obese,Fat Loss,Chest,Push-Up,Bodyweight,10,4,High,208,0.18
Female,50,190,114,Obese,Fat Loss,Legs,Seated Leg Extension,Bodyweight,15,4,High,137,0.16
Female,21,172,59,Normal,Maintenance,Abs,Plank,Bodyweight,15,3,Moderate,137,0.21
Male,34,165,57,Normal,Maintenance,Arms,Concentration Curl,Bodyweight,10,5,Moderate,248,0.28
Male,18,168,94,Obese,Fat Loss,Legs,Seated Leg Extension,Bodyweight,11,5,High,229,0.24
Male,19,189,52,Underweight,Muscle Gain,Arms,Concentration Curl,Bodyweight,11,5,Low,107,0.48
Male,49,161,65,Overweight,Fat Loss,Shoulders,Shoulder Press,Bodyweight,15,5,High,117,0.25
Male,28,151,93,Obese,Fat Loss,Full Body,Jump Squats,Bodyweight,13,3,High,149,0.11
Male,41,174,115,Obese,Fat Loss,Cardio,Cycling,Cardio Machine,14,5,High,210,0.12
Male,41,177,90,Overweight,Fat Loss,Full Body,Burpees,Bodyweight,15,5,High,239,0.25
Female,47,182,109,Obese,Fat Loss,Legs,Seated Leg Extension,Bodyweight,15,5,High,225,0.2
Female,37,190,87,Normal,Maintenance,Shoulders,Shoulder Press,Bodyweight,13,5,Moderate,121,0.12
Female,22,176,82,Overweight,Fat Loss,Glutes,Cable Kickback,Bodyweight,15,3,High,131,0.15
Male,30,183,47,Underweight,Muscle Gain,Chest,Incline Push-Up,Bodyweight,12,4,Low,141,0.68
Male,24,168,49,Underweight,Muscle Gain,Back,Bird Dog,Bodyweight,14,3,Low,105,0.43
Female,23,186,64,Underweight,Muscle Gain,Glutes,Hip Thrust,Bodyweight,14,4,Low,125,0.65
Male,55,169,115,Obese,Fat Loss,Legs,Walking Lunges,Bodyweight,14,3,High,163,0.15
Female,32,186,98,Overweight,Fat Loss,Legs,Step-Up,Bodyweight,11,3,High,223,0.12
Female,46,172,79,Overweight,Fat Loss,Glutes,Fire Hydrant,Bodyweight,14,5,High,103,0.28
Male,59,160,106,Obese,Fat Loss,Cardio,Rowing,Cardio Machine,12,5,High,227,0.29
Female,38,183,54,Underweight,Muscle Gain,Full Body,Burpees,Bodyweight,14,3,Low,214,0.39
Female,23,186,49,Underweight,Muscle Gain,Glutes,Hip Thrust,Bodyweight,13,4,Low,128,0.44
Male,32,183,106,Obese,Fat Loss,Glutes,Fire Hydrant,Bodyweight,12,5,High,114,0.21
Female,60,180,57,Underweight,Muscle Gain,Legs,Step-Up,Bodyweight,10,4,Low,248,0.72
Male,18,181,90,Overweight,Fat Loss,Shoulders,Lateral Raise,Bodyweight,14,4,High,141,0.18
Female,46,173,73,Normal,Maintenance,Full Body,Jumping Jacks,Bodyweight,11,3,Moderate,128,0.15
Male,47,168,67,Normal,Maintenance,Back,Bent-Over Row,Bodyweight,14,5,Moderate,118,0.14
Female,50,189,50,Underweight,Muscle Gain,Legs,Leg Press,Machine,10,5,Low,158,0.49
Male,21,150,92,Obese,Fat Loss,Back,Seated Cable Row,Machine,10,3,High,106,0.12
Female,40,157,105,Obese,Fat Loss,Cardio,Cycling,Cardio Machine,13,4,High,231,0.2
Male,26,169,60,Normal,Maintenance,Glutes,Cable Kickback,Bodyweight,12,4,Moderate,137,0.27
Male,23,181,113,Obese,Fat Loss,Legs,Seated Leg Extension,Bodyweight,12,3,High,125,0.21
Male,32,155,62,Overweight,Fat Loss,Abs,Crunches,Bodyweight,14,5,High,218,0.21
Male,20,187,70,Normal,Maintenance,Abs,Crunches,Bodyweight,14,5,Moderate,159,0.16
Female,35,169,47,Underweight,Muscle Gain,Cardio,Elliptical,Cardio Machine,13,5,Low,164,0.27
Female,57,177,108,Obese,Fat Loss,Shoulders,Arm Circles,Bodyweight,12,5,High,180,0.18
Male,56,179,101,Obese,Fat Loss,Full Body,Mountain Climbers,Bodyweight,15,4,High,174,0.26
Male,40,157,93,Obese,Fat Loss,Legs,Step-Up,Bodyweight,14,3,High,170,0.11
Female,21,170,60,Normal,Maintenance,Shoulders,Shoulder Press,Bodyweight,10,5,Moderate,200,0.25
Female,52,185,89,Overweight,Fat Loss,Legs,Seated Leg Extension,Bodyweight,13,3,High,207,0.18
Female,54,153,119,Obese,Fat Loss,Back,Resistance Band Row,Bodyweight,10,5,High,147,0.26
Female,60,176,63,Normal,Maintenance,Back,Seated Cable Row,Machine,11,3,Moderate,145,0.12
Female,40,188,87,Normal,Maintenance,Abs,Heel Touch,Bodyweight,15,3,Moderate,236,0.23
Female,49,181,114,Obese,Fat Loss,Shoulders,Arnold Press,Bodyweight,15,4,High,238,0.17
Female,56,161,79,Obese,Fat Loss,Legs,Walking Lunges,Bodyweight,14,4,High,111,0.16
Male,45,158,53,Normal,Maintenance,Shoulders,Arm Circles,Bodyweight,12,5,Moderate,179,0.17
Male,58,185,106,Obese,Fat Loss,Arms,Bicep Curl,Bodyweight,14,4,High,243,0.28
Female,40,183,45,Underweight,Muscle Gain,Shoulders,Arnold Press,Bodyweight,10,4,Low,244,0.78
Female,33,154,75,Obese,Fat Loss,Chest,Chest Press Machine,Machine,12,4,High,192,0.14
Female,60,180,94,Overweight,Fat Loss,Glutes,Cable Kickback,Bodyweight,15,3,High,137,0.13
Female,49,182,112,Obese,Fat Loss,Arms,Bicep Curl,Bodyweight,13,5,High,168,0.21
Male,23,181,46,Underweight,Muscle Gain,Shoulders,Shoulder Press,Bodyweight,15,3,Low,129,0.22
Male,50,184,120,Obese,Fat Loss,Glutes,Glute Bridge,Bodyweight,10,5,High,233,0.26
Female,21,189,104,Overweight,Fat Loss,Full Body,Mountain Climbers,Bodyweight,15,4,High,244,0.12
Male,33,165,66,Normal,Maintenance,Arms,Concentration Curl,Bodyweight,10,5,Moderate,146,0.2
Female,42,183,60,Underweight,Muscle Gain,Chest,Pec Deck Fly,Bodyweight,15,4,Low,193,0.37
Female,47,171,50,Underweight,Muscle Gain,Chest,Push-Up,Bodyweight,15,3,Low,249,0.73
Male,48,181,76,Normal,Maintenance,Back,Bird Dog,Bodyweight,10,3,Moderate,111,0.24
Female,48,163,51,Normal,Maintenance,Arms,Triceps Pushdown,Cable,12,3,Moderate,153,0.15
Female,19,178,101,Obese,Fat Loss,Abs,Russian Twist,Bodyweight,12,5,High,133,0.29
Male,32,156,115,Obese,Fat Loss,Shoulders,Shoulder Press,Bodyweight,11,5,High,133,0.25
Male,60,161,92,Obese,Fat Loss,Abs,Plank,Bodyweight,12,4,High,112,0.3
Female,50,158,117,Obese,Fat Loss,Chest,Incline Push-Up,Bodyweight,12,4,High,216,0.11
Male,51,189,67,Normal,Maintenance,Full Body,Kettlebell Swings,Kettlebell,14,5,Moderate,142,0.15
Female,40,150,112,Obese,Fat Loss,Abs,Russian Twist,Bodyweight,15,3,High,151,0.15
Female,30,167,46,Underweight,Muscle Gain,Glutes,Fire Hydrant,Bodyweight,12,3,Low,116,0.68
Female,21,190,116,Obese,Fat Loss,Cardio,Cycling,Cardio Machine,13,5,High,246,0.19
Female,47,180,110,Obese,Fat Loss,Chest,Incline Push-Up,Bodyweight,15,5,High,162,0.14
Female,38,176,105,Obese,Fat Loss,Chest,Push-Up,Bodyweight,14,3,High,241,0.29
Male,49,181,96,Overweight,Fat Loss,Full Body,Burpees,Bodyweight,13,3,High,208,0.16
Male,26,172,53,Underweight,Muscle Gain,Cardio,Jump Rope,Equipment,14,3,Low,231,0.49
Male,53,174,67,Normal,Maintenance,Arms,Overhead Extension,Dumbbell,13,3,Moderate,220,0.13
Male,47,184,51,Underweight,Muscle Gain,Back,Seated Cable Row,Machine,14,4,Low,213,0.32
Male,56,187,84,Normal,Maintenance,Shoulders,Shoulder Press,Bodyweight,14,5,Moderate,186,0.21
Female,48,165,59,Normal,Maintenance,Cardio,Rowing,Cardio Machine,10,4,Moderate,159,0.11
Male,18,157,75,Obese,Fat Loss,Glutes,Step-Up,Bodyweight,15,5,High,226,0.25
Male,26,152,53,Normal,Maintenance,Arms,Concentration Curl,Bodyweight,11,3,Moderate,118,0.18
Female,28,167,99,Obese,Fat Loss,Back,Bent-Over Row,Bodyweight,10,5,High,197,0.13
Male,50,161,104,Obese,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,15,4,High,215,0.23
Male,41,189,93,Overweight,Fat Loss,Shoulders,Arm Circles,Bodyweight,14,3,High,232,0.26
Female,24,176,72,Normal,Maintenance,Cardio,Treadmill Walk (Incline),Cardio Machine,14,5,Moderate,173,0.18
Female,19,173,46,Underweight,Muscle Gain,Full Body,Jump Squats,Bodyweight,12,5,Low,232,0.56
Male,36,165,46,Underweight,Muscle Gain,Shoulders,Lateral Raise,Bodyweight,14,5,Low,152,0.57
Male,32,175,78,Overweight,Fat Loss,Cardio,Elliptical,Cardio Machine,10,4,High,118,0.17
Male,44,182,90,Overweight,Fat Loss,Glutes,Glute Bridge,Bodyweight,10,3,High,100,0.24
Female,24,155,117,Obese,Fat Loss,Arms,Bicep Curl,Bodyweight,11,3,High,107,0.16
Female,53,178,90,Overweight,Fat Loss,Abs,Dead Bug,Bodyweight,11,3,High,226,0.1
Male,57,182,71,Normal,Maintenance,Legs,Walking Lunges,Bodyweight,15,4,Moderate,160,0.19
Female,30,152,86,Obese,Fat Loss,Abs,Plank,Bodyweight,15,4,High,147,0.18
Female,22,174,80,Overweight,Fat Loss,Cardio,Rowing,Cardio Machine,11,4,High,202,0.25
Male,35,171,45,Underweight,Muscle Gain,Glutes,Step-Up,Bodyweight,15,5,Low,106,0.6
Male,50,162,68,Overweight,Fat Loss,Back,Resistance Band Row,Bodyweight,15,3,High,117,0.21
Male,50,189,75,Normal,Maintenance,Arms,Hammer Curl,Bodyweight,12,3,Moderate,132,0.17
Female,41,176,105,Obese,Fat Loss,Shoulders,Lateral Raise,Bodyweight,11,4,High,235,0.22
Female,28,190,110,Obese,Fat Loss,Arms,Bicep Curl,Bodyweight,14,5,High,140,0.17
Female,32,182,94,Overweight,Fat Loss,Shoulders,Arm Circles,Bodyweight,11,3,High,232,0.13
Male,59,174,66,Normal,Maintenance,Arms,Bicep Curl,Bodyweight,14,3,Moderate,161,0.2
Female,22,165,96,Obese,Fat Loss,Back,Bent-Over Row,Bodyweight,10,5,High,126,0.27
Female,52,156,76,Obese,Fat Loss,Shoulders,Arnold Press,Bodyweight,13,4,High,203,0.18
Male,42,169,106,Obese,Fat Loss,Chest,Pec Deck Fly,Bodyweight,15,5,High,197,0.15
Female,54,172,115,Obese,Fat Loss,Legs,Walking Lunges,Bodyweight,10,4,High,118,0.3
Female,20,172,61,Normal,Maintenance,Back,Bird Dog,Bodyweight,13,5,Moderate,147,0.19
Female,18,169,70,Normal,Maintenance,Abs,Dead Bug,Bodyweight,14,3,Moderate,146,0.26
Female,25,184,67,Normal,Maintenance,Back,Seated Cable Row,Machine,10,4,Moderate,247,0.16
Female,43,158,115,Obese,Fat Loss,Full Body,Burpees,Bodyweight,15,4,High,116,0.18
Female,30,171,95,Obese,Fat Loss,Glutes,Hip Thrust,Bodyweight,12,5,High,202,0.17
Female,41,176,107,Obese,Fat Loss,Glutes,Hip Thrust,Bodyweight,11,5,High,190,0.24
Male,35,156,72,Overweight,Fat Loss,Abs,Dead Bug,Bodyweight,10,5,High,248,0.16
Male,45,176,72,Normal,Maintenance,Chest,Incline Push-Up,Bodyweight,15,4,Moderate,231,0.1
Male,20,185,84,Normal,Maintenance,Shoulders,Shoulder Press,Bodyweight,11,4,Moderate,172,0.25
Female,53,189,79,Normal,Maintenance,Cardio,Treadmill Walk (Incline),Cardio Machine,13,4,Moderate,154,0.19
Male,59,170,89,Obese,Fat Loss,Chest,Push-Up,Bodyweight,13,3,High,114,0.18
Female,58,160,81,Obese,Fat Loss,Arms,Concentration Curl,Bodyweight,12,4,High,218,0.16
Female,20,159,51,Normal,Maintenance,Arms,Hammer Curl,Bodyweight,11,3,Moderate,151,0.2
Male,37,177,97,Obese,Fat Loss,Back,Bird Dog,Bodyweight,13,3,High,223,0.28
Male,24,188,117,Obese,Fat Loss,Back,Seated Cable Row,Machine,15,5,High,106,0.23
Male,54,162,103,Obese,Fat Loss,Full Body,Jump Squats,Bodyweight,10,5,High,134,0.18
Female,45,180,85,Overweight,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,14,3,High,210,0.27
Female,25,164,112,Obese,Fat Loss,Cardio,Jump Rope,Equipment,14,3,High,112,0.24
Female,21,160,81,Obese,Fat Loss,Glutes,Step-Up,Bodyweight,12,3,High,204,0.27
Male,37,174,116,Obese,Fat Loss,Abs,Heel Touch,Bodyweight,12,3,High,116,0.27
Female,23,165,46,Underweight,Muscle Gain,Legs,Step-Up,Bodyweight,14,3,Low,173,0.75
Female,53,171,107,Obese,Fat Loss,Shoulders,Front Raise,Bodyweight,13,5,High,146,0.25
Male,52,190,61,Underweight,Muscle Gain,Shoulders,Front Raise,Bodyweight,15,3,Low,231,0.45
Female,41,163,57,Normal,Maintenance,Chest,Chest Press Machine,Machine,12,3,Moderate,121,0.15
Male,34,180,73,Normal,Maintenance,Legs,Leg Press,Machine,12,3,Moderate,159,0.17
Female,29,167,82,Overweight,Fat Loss,Arms,Overhead Extension,Dumbbell,13,4,High,151,0.16
Female,18,180,50,Underweight,Muscle Gain,Arms,Triceps Pushdown,Cable,12,5,Low,185,0.65
Male,47,183,72,Normal,Maintenance,Abs,Crunches,Bodyweight,10,5,Moderate,205,0.26
Male,27,159,110,Obese,Fat Loss,Back,Bird Dog,Bodyweight,10,3,High,183,0.2
Male,41,174,59,Normal,Maintenance,Abs,Dead Bug,Bodyweight,14,4,Moderate,156,0.29
Male,42,182,85,Overweight,Fat Loss,Cardio,Rowing,Cardio Machine,14,4,High,163,0.27
Female,42,165,74,Overweight,Fat Loss,Legs,Seated Leg Extension,Bodyweight,10,3,High,175,0.11
Male,38,175,77,Overweight,Fat Loss,Glutes,Step-Up,Bodyweight,15,5,High,239,0.13
Female,47,165,76,Overweight,Fat Loss,Back,Bent-Over Row,Bodyweight,11,5,High,125,0.2
Female,18,186,118,Obese,Fat Loss,Abs,Heel Touch,Bodyweight,10,5,High,110,0.29
Male,59,166,107,Obese,Fat Loss,Chest,Push-Up,Bodyweight,12,3,High,176,0.23
Female,48,169,100,Obese,Fat Loss,Cardio,Cycling,Cardio Machine,11,5,High,118,0.1
Female,37,160,110,Obese,Fat Loss,Cardio,Cycling,Cardio Machine,12,3,High,227,0.21
Female,37,164,52,Normal,Maintenance,Shoulders,Arm Circles,Bodyweight,13,4,Moderate,154,0.26
Male,30,150,103,Obese,Fat Loss,Cardio,Rowing,Cardio Machine,11,4,High,164,0.24
Female,36,162,70,Overweight,Fat Loss,Shoulders,Arm Circles,Bodyweight,10,4,High,233,0.2
Female,20,183,51,Underweight,Muscle Gain,Legs,Walking Lunges,Bodyweight,10,5,Low,154,0.74
Female,38,150,109,Obese,Fat Loss,Back,Bent-Over Row,Bodyweight,13,5,High,142,0.24
Male,24,151,76,Obese,Fat Loss,Shoulders,Lateral Raise,Bodyweight,14,4,High,160,0.15
Female,43,176,64,Normal,Maintenance,Legs,Step-Up,Bodyweight,10,3,Moderate,119,0.29
